assured_age,nominee_relation,occupation,policy sumassured,premium,premiumpaymentmode,annual income,holdermaritalstatus,indiv_requirementflag,policy term,policy payment term,product type,channel,fraud category
22,mother,business,"  550,000 ","  52,250 ",yearly,"  600,000 ",married,non medical,26,10,traditional,bancassurance,misrepresentation
58,son,service,"  550,000 ","  52,250 ",yearly,"  600,000 ",widowed,medical,36,10,traditional,bancassurance,misrepresentation
60,wife,retired,"  1,100,000 ","  104,500 ",yearly,"  480,000 ",married,medical,23,10,traditional,bancassurance,misrepresentation
52,wife,agriculturist,"  1,100,000 ","  104,500 ",yearly,"  600,000 ",married,non medical,26,10,traditional,bancassurance,misrepresentation
59,spouse,retired,"  550,000 ","  52,250 ",yearly,"  600,000 ",married,medical,26,10,traditional,bancassurance,misrepresentation
58,son,service,"  550,000 ","  52,250 ",yearly,"  900,000 ",married,medical,26,10,traditional,bancassurance,misrepresentation
53,spouse,agriculturist,"  550,000 ","  52,250 ",yearly,"  450,000 ",married,non medical,23,10,traditional,bancassurance,misrepresentation
47,spouse,business,"  550,000 ","  53,295 ",half yearly,"  300,000 ",married,non medical,36,10,traditional,retail agency,misrepresentation
53,wife,service,"  550,000 ","  52,250 ",yearly,"  600,000 ",married,non medical,23,10,traditional,bancassurance,misrepresentation
56,wife,service,"  550,000 ","  52,250 ",yearly,"  1,200,000 ",married,medical,26,10,traditional,bancassurance,misrepresentation
48,spouse,service,"  825,000 ","  78,375 ",yearly,"  420,000 ",married,non medical,23,10,traditional,bancassurance,misrepresentation
53,wife,service,"  1,100,000 ","  104,500 ",yearly,"  792,000 ",married,non medical,26,10,traditional,bancassurance,misrepresentation
52,wife,service,"  1,100,000 ","  104,500 ",yearly,"  1,080,000 ",married,non medical,23,10,traditional,bancassurance,misrepresentation
60,wife,service,"  1,100,000 ","  104,500 ",yearly,"  600,000 ",married,medical,26,10,traditional,bancassurance,misrepresentation
52,son,self-employed,"  550,000 ","  52,250 ",yearly,"  500,000 ",married,non medical,26,10,traditional,retail agency,misrepresentation
49,wife,service,"  550,000 ","  52,250 ",yearly,"  540,000 ",married,non medical,26,10,traditional,bancassurance,misrepresentation
30,spouse,service,0 ,"  50,000 ",yearly,"  348,000 ",married,non medical,10,10,pension,bancassurance,misrepresentation
53,wife,service,"  400,000 ","  41,800 ",yearly,"  720,000 ",married,non medical,47,10,traditional,bancassurance,misrepresentation
51,wife,self-employed,"  300,000 ","  31,977 ",half yearly,"  300,000 ",married,non medical,49,10,traditional,bancassurance,misrepresentation
43,wife,service,"  400,000 ","  41,800 ",yearly,"  540,000 ",married,non medical,57,10,traditional,bancassurance,misrepresentation
55,spouse,service,"  500,000 ","  52,250 ",yearly,"  540,000 ",married,non medical,45,10,traditional,bancassurance,misrepresentation
50,brother,service,"  500,000 ","  52,250 ",yearly,"  900,000 ",single,non medical,50,10,traditional,bancassurance,misrepresentation
53,wife,agriculturist,"  300,000 ","  31,350 ",yearly,"  528,000 ",married,non medical,47,10,traditional,bancassurance,misrepresentation
42,mother,self-employed,"  2,500,000 ","  12,936 ",yearly,"  250,000 ",single,medical,30,10,non par,retail agency,misrepresentation
51,son,self-employed,"  180,000 ","  15,400 ",yearly,"  220,000 ",married,non medical,14,10,traditional,retail agency,misrepresentation
34,wife,agriculturist,"  105,000 ","  6,273 ",quarterly,"  216,000 ",married,non medical,20,10,traditional,retail agency,misrepresentation
54,son,business,"  100,000 ","  12,348 ",monthly,"  180,000 ",married,non medical,10,10,traditional,retail agency,misrepresentation
50,wife,service,"  169,000 ","  20,082 ",yearly,"  300,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
49,wife,service,"  350,000 ","  25,770 ",quarterly,"  250,000 ",married,non medical,16,10,traditional,retail agency,misrepresentation
54,wife,service,"  165,000 ","  20,027 ",yearly,"  672,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
52,wife,service,"  122,000 ","  14,604 ",yearly,"  360,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
49,son,service,"  100,000 ","  8,187 ",yearly,"  640,000 ",married,medical,15,10,traditional,retail agency,misrepresentation
38,wife,business,"  800,000 ","  32,270 ",yearly,"  300,000 ",married,medical,25,10,traditional,retail agency,misrepresentation
51,wife,service,"  210,000 ","  25,070 ",yearly,"  540,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
30,spouse,service,"  75,000 ","  8,769 ",yearly,"  300,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
34,wife,agriculturist,"  450,000 ","  29,931 ",yearly,"  500,000 ",married,non medical,17,10,traditional,institutional alliance,misrepresentation
42,spouse,business,"  420,000 ","  24,291 ",monthly,"  300,000 ",married,medical,23,10,traditional,retail agency,misrepresentation
52,son,service,"  250,000 ","  29,997 ",yearly,"  480,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
53,son,service,"  150,000 ","  18,097 ",yearly,"  372,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
38,wife,business,"  650,000 ","  40,585 ",yearly,"  340,000 ",married,medical,20,10,traditional,retail agency,misrepresentation
43,spouse,self-employed,"  490,000 ","  31,588 ",half yearly,"  250,000 ",married,medical,20,10,traditional,retail agency,misrepresentation
51,wife,service,"  125,000 ","  15,217 ",yearly,"  376,800 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
47,son,agriculturist,"  500,000 ","  38,085 ",yearly,"  480,000 ",married,non medical,15,10,traditional,retail agency,misrepresentation
48,spouse,business,"  120,000 ","  12,052 ",yearly,"  350,000 ",married,non medical,15,10,traditional,retail agency,misrepresentation
50,wife,business,"  150,000 ","  15,039 ",yearly,"  360,000 ",married,non medical,15,10,traditional,retail agency,misrepresentation
47,son,housewife,"  350,000 ","  33,470 ",yearly,"  240,000 ",married,non medical,15,10,traditional,retail agency,misrepresentation
47,wife,business,"  700,000 ","  52,483 ",yearly,"  340,000 ",married,medical,15,10,traditional,retail agency,misrepresentation
53,son,business,"  200,000 ","  20,087 ",yearly,"  420,000 ",married,non medical,12,10,traditional,retail agency,misrepresentation
48,wife,agriculturist,"  210,000 ","  20,598 ",yearly,"  300,000 ",married,non medical,15,10,traditional,retail agency,misrepresentation
53,daughter,self-employed,"  240,000 ","  26,241 ",yearly,"  360,000 ",married,non medical,11,10,traditional,retail agency,misrepresentation
46,wife,service,"  750,000 ","  72,599 ",quarterly,"  370,000 ",married,non medical,15,10,traditional,retail agency,misrepresentation
54,son,service,"  271,000 ","  29,934 ",yearly,"  600,000 ",married,non medical,11,10,traditional,retail agency,misrepresentation
29,brother,business,"  1,000,000 ","  52,355 ",yearly,"  420,000 ",single,non medical,20,10,traditional,retail agency,misrepresentation
48,spouse,business,"  800,000 ","  62,061 ",half yearly,"  480,000 ",married,non medical,17,10,traditional,retail agency,misrepresentation
54,wife,business,"  3,800,000 ","  44,939 ",yearly,"  1,200,000 ",married,medical,26,10,traditional,retail agency,misrepresentation
41,son,service,"  1,000,000 ","  100,000 ",yearly,"  500,000 ",married,non medical,16,10,ulip,bancassurance,misrepresentation
43,son,business,"  500,000 ","  50,000 ",yearly,"  300,000 ",married,non medical,14,10,ulip,bancassurance,misrepresentation
52,daughter,business,"  510,000 ","  51,000 ",yearly,"  300,000 ",married,medical,13,10,ulip,retail agency,misrepresentation
50,wife,defense retired,"  1,500,000 ","  150,000 ",yearly,"  540,000 ",married,non medical,10,10,ulip,bancassurance,misrepresentation
53,wife,service,"  1,750,000 ","  250,000 ",yearly,"  720,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
56,son,service,"  1,875,000 ","  1,500,000 ",single,"  1,800,000 ",married,medical,10,10,ulip,bancassurance,misrepresentation
41,spouse,service,"  4,070,000 ","  690,489 ",yearly,"  2,400,000 ",married,medical,7,10,traditional,bancassurance,signature forgery
44,spouse,business,"  987,000 ","  98,379 ",yearly,"  2,400,000 ",married,non medical,10,10,pension,bancassurance,signature forgery
23,mother,service,"  2,000,000 ","  110,044 ",yearly,"  720,000 ",single,non medical,17,10,pension,bancassurance,document tampering
53,wife,business,0 ,"  600,000 ",yearly,"  2,000,000 ",married,non medical,10,10,ulip,bancassurance,signature forgery
66,son,retired,0 ,"  1,000,000 ",yearly,"  4,000,000 ",married,non medical,10,10,ulip,bancassurance,signature forgery
66,wife,retired,0 ,"  500,000 ",yearly,"  90,000 ",married,non medical,10,10,ulip,bancassurance,misselling 
54,son,housewife,0 ,"  1,000,000 ",yearly,"  3,000,000 ",married,non medical,10,10,ulip,bancassurance,signature forgery
59,wife,retired,0 ,"  1,400,000 ",yearly,"  1,800,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
57,husband,retired,0 ,"  70,000 ",yearly,"  540,000 ",married,non medical,10,10,ulip,bancassurance,misappropriating funds
45,son,service,0 ,"  2,000,000 ",yearly,"  700,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
31,husband,housewife,0 ,"  200,000 ",yearly,"  900,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
57,spouse,retired,0 ,"  300,000 ",yearly,"  800,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
58,husband,housewife,0 ,"  60,000 ",yearly,"  540,000 ",married,non medical,10,10,ulip,bancassurance,misappropriating funds
53,son,family pension,0 ,"  150,000 ",yearly,"  500,000 ",widowed,non medical,10,10,ulip,retail agency,misappropriating funds
60,wife,retired,0 ,"  3,000,000 ",yearly,"  6,500,000 ",married,non medical,10,10,ulip,bancassurance,signature forgery
67,husband,housewife,0 ,"  1,000,000 ",yearly,"  6,000,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
47,husband,service,0 ,"  100,000 ",yearly,"  900,000 ",married,non medical,10,10,ulip,retail agency,misappropriating funds
49,husband,service,0 ,"  100,000 ",yearly,"  720,000 ",married,non medical,10,10,ulip,retail agency,misappropriating funds
60,spouse,retired,0 ,"  1,000,000 ",yearly,"  4,032,000 ",married,non medical,10,10,ulip,bancassurance,misselling 
50,husband,service,0 ,"  100,000 ",yearly,"  720,000 ",married,non medical,15,10,ulip,retail agency,misappropriating funds
59,daughter,service,0 ,"  261,000 ",yearly,"  3,500,000 ",divorced,non medical,10,10,ulip,retail agency,misappropriating funds
61,spouse,retired,0 ,"  200,000 ",yearly,"  600,000 ",married,non medical,15,10,ulip,retail agency,logging in business not sourced by oneself
55,brother,business,0 ,"  600,000 ",yearly,"  2,400,000 ",single,non medical,20,10,ulip,retail agency,document tampering
38,son,service,0 ,"  1,500,000 ",yearly,"  3,000,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
63,nephew,retired,0 ,"  200,000 ",yearly,"  1,200,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
70,son,profession,0 ,"  3,000,000 ",yearly,"  3,600,000 ",married,non medical,10,10,ulip,bancassurance,misselling 
53,wife,business,0 ,"  400,000 ",yearly,"  1,050,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
46,daughter,business,0 ,"  1,000,000 ",yearly,"  5,400,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
38,wife,profession,0 ,"  1,000,000 ",yearly,"  6,000,000 ",married,non medical,10,10,ulip,bancassurance,signature forgery
60,son,retired,0 ,"  320,000 ",yearly,"  1,200,000 ",widowed,non medical,10,10,ulip,retail agency,misappropriating funds
60,husband,self-employed,0 ,"  400,000 ",yearly,"  1,100,000 ",married,non medical,10,10,ulip,retail agency,document tampering
68,son,profession,0 ,"  500,000 ",yearly,"  3,000,000 ",married,non medical,10,10,ulip,retail agency,impersonation
54,wife,service,0 ,"  300,000 ",yearly,"  3,000,000 ",married,non medical,10,10,ulip,bancassurance,misselling 
67,wife,retired,0 ,"  400,000 ",yearly,"  1,300,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
43,mother,agriculturist,0 ,"  3,100,000 ",yearly,"  8,100,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
60,wife,retired,0 ,"  600,000 ",yearly,"  6,000,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
57,husband,housewife,0 ,"  600,000 ",yearly,"  4,000,000 ",married,non medical,10,10,ulip,retail agency,document tampering
55,husband,retired,0 ,"  500,000 ",yearly,"  6,000,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
58,wife,retired,0 ,"  500,000 ",yearly,"  1,800,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
31,husband,service,"  4,200,000 ","  600,000 ",yearly,"  2,000,000 ",married,non medical,10,10,ulip,retail agency,document tampering
54,son,service,0 ,"  1,000,000 ",yearly,"  14,000,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
65,wife,service,0 ,"  500,000 ",yearly,"  3,600,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
60,wife,retired,0 ,"  200,000 ",yearly,"  1,200,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
61,son,retired,0 ,"  500,000 ",yearly,"  1,376,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
70,daughter,self-employed,0 ,"  100,000 ",yearly,"  540,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
53,husband,service,0 ,"  1,000,000 ",yearly,"  7,200,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
70,wife,service,0 ,"  400,000 ",yearly,"  1,200,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
63,daughter,housewife,0 ,"  500,000 ",yearly,"  2,400,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
63,son,retired,0 ,"  500,000 ",yearly,"  2,500,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
63,son,retired,0 ,"  500,000 ",yearly,"  2,500,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
65,wife,service,"  4,200,000 ","  600,000 ",yearly,"  8,000,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
51,wife,service,0 ,"  300,000 ",half yearly,"  400,000 ",married,non medical,10,10,ulip,retail agency,document tampering
41,spouse,service,0 ,"  500,000 ",yearly,"  2,000,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
69,daughter,retired,0 ,"  500,000 ",yearly,"  1,300,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
61,spouse,business,0 ,"  400,000 ",yearly,"  22,200,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
60,husband,retired,0 ,"  100,000 ",yearly,"  540,000 ",married,non medical,10,10,ulip,bancassurance,misappropriating funds
64,son,retired,0 ,"  700,000 ",yearly,"  4,800,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
61,daughter,retired,0 ,"  600,000 ",yearly,"  8,258,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
53,son,housewife,0 ,"  900,000 ",yearly,"  2,780,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
63,sister,retired,0 ,"  700,000 ",yearly,"  3,680,000 ",single,non medical,10,10,ulip,bancassurance,document tampering
65,sister,retired,0 ,"  1,000,000 ",yearly,"  700,000 ",single,non medical,10,10,ulip,bancassurance,document tampering
70,wife,business,0 ,"  1,501,000 ",yearly,"  7,200,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
61,son,retired,0 ,"  400,000 ",yearly,"  1,000,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
60,son,housewife,0 ,"  1,000,000 ",yearly,"  7,200,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
55,wife,business,0 ,"  1,000,000 ",yearly,"  5,000,000 ",married,non medical,10,10,ulip,retail agency,document tampering
55,wife,business,0 ,"  1,000,000 ",yearly,"  5,000,000 ",married,non medical,10,10,ulip,retail agency,document tampering
65,son,retired,0 ,"  700,000 ",yearly,"  6,000,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
68,brother,retired,0 ,"  500,000 ",yearly,"  3,600,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
61,wife,retired,0 ,"  1,000,000 ",yearly,"  3,500,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
29,father,agriculturist,"  475,000 ","  5,000 ",yearly,"  240,000 ",single,non medical,15,10,traditional,retail agency,claims fraud
45,spouse,business,"  200,000 ","  5,000 ",yearly,"  190,000 ",married,non medical,15,10,traditional,retail agency,claims fraud
42,mother,business,"  400,000 ","  5,000 ",yearly,"  700,000 ",single,non medical,10,10,traditional,retail agency,misappropriating funds
42,son,business,"  200,000 ","  5,000 ",yearly,"  300,000 ",married,medical,15,10,traditional,retail agency,claims fraud
42,spouse,agriculturist,"  175,000 ","  5,000 ",yearly,"  300,000 ",married,non medical,10,10,traditional,retail agency,claims fraud
43,father,profession,"  175,000 ","  5,000 ",yearly,"  1,000,000 ",married,non medical,10,10,traditional,retail agency,misselling 
29,wife,agriculturist,"  475,000 ","  5,000 ",yearly,"  400,000 ",married,non medical,15,10,traditional,retail agency,claims fraud
47,wife,self-employed,"  125,000 ","  5,000 ",yearly,"  240,000 ",married,non medical,10,10,traditional,retail agency,impersonation
28,mother,business,"  475,000 ","  5,000 ",yearly,"  225,000 ",married,non medical,15,10,traditional,retail agency,claims fraud
42,spouse,self-employed,"  150,000 ","  5,000 ",yearly,"  450,000 ",married,non medical,15,10,traditional,retail agency,document tampering
60,son,retired,"  999,000 ","  99,900 ",yearly,"  475,000 ",married,medical,10,3,ulip,retail agency,kickback
33,father,profession,"  2,500,000 ","  250,000 ",yearly,"  1,300,000 ",single,non medical,10,10,ulip,retail agency,document tampering
52,husband,housewife,"  750,000 ","  75,000 ",yearly,"  720,000 ",married,non medical,10,10,ulip,retail agency,document tampering
29,father,service,"  1,500,000 ","  100,000 ",yearly,"  620,000 ",single,non medical,20,10,ulip,retail agency,document tampering
37,husband,housewife,"  500,000 ","  50,000 ",yearly,"  300,000 ",married,non medical,10,10,ulip,bancassurance,misappropriating funds
53,wife,profession,"  999,000 ","  99,900 ",yearly,"  350,000 ",married,non medical,12,10,ulip,bancassurance,misappropriating funds
41,spouse,business,"  500,000 ","  50,000 ",yearly,"  500,000 ",married,non medical,12,10,ulip,bancassurance,misappropriating funds
41,son,housewife,"  990,000 ","  99,000 ",yearly,"  600,000 ",married,medical,12,10,ulip,bancassurance,signature forgery
39,husband,business,"  500,000 ","  50,000 ",yearly,"  400,000 ",married,non medical,12,10,ulip,retail agency,document tampering
25,mother,service,"  2,500,000 ","  250,000 ",yearly,"  1,500,000 ",single,non medical,12,10,ulip,institutional alliance,document tampering
25,mother,service,"  1,000,000 ","  100,000 ",yearly,"  1,500,000 ",single,non medical,12,10,ulip,institutional alliance,document tampering
36,husband,service,"  1,000,000 ","  100,000 ",yearly,"  1,800,000 ",married,non medical,12,10,ulip,retail agency,signature forgery
25,mother,service,"  2,500,000 ","  250,000 ",yearly,"  1,500,000 ",single,non medical,12,10,ulip,institutional alliance,document tampering
20,brother,service,"  1,500,000 ","  150,000 ",yearly,"  800,000 ",single,non medical,12,10,ulip,bancassurance,document tampering
47,son,service,"  300,000 ","  30,000 ",yearly,"  450,000 ",divorced,non medical,12,10,ulip,bancassurance,misappropriating funds
43,father,profession,"  1,250,000 ","  125,000 ",yearly,"  1,000,000 ",married,non medical,12,10,ulip,retail agency,misselling 
52,wife,service,"  1,500,000 ","  150,000 ",yearly,"  6,000,000 ",married,medical,12,10,ulip,bancassurance,signature forgery
46,son,housewife,"  600,000 ","  60,000 ",yearly,"  1,200,000 ",married,non medical,15,10,ulip,retail agency,document tampering
35,wife,service,"  500,000 ","  50,000 ",yearly,"  450,000 ",married,non medical,12,10,ulip,bancassurance,misappropriating funds
31,mother,business,"  990,000 ","  99,000 ",yearly,"  490,000 ",single,non medical,12,10,ulip,bancassurance,misappropriating funds
45,wife,service,"  450,000 ","  45,000 ",yearly,"  504,000 ",married,non medical,12,10,ulip,bancassurance,document tampering
33,mother,service,"  500,000 ","  50,000 ",yearly,"  650,000 ",single,non medical,30,10,ulip,retail agency,misappropriating funds
27,daughter,business,"  300,000 ","  30,000 ",yearly,"  420,000 ",widowed,non medical,12,10,ulip,retail agency,document tampering
35,mother,service,"  600,000 ","  60,000 ",yearly,"  540,000 ",married,non medical,12,10,ulip,bancassurance,misappropriating funds
38,husband,housewife,"  500,000 ","  50,000 ",yearly,"  420,000 ",married,non medical,12,10,ulip,bancassurance,misappropriating funds
40,father,profession,"  2,500,000 ","  250,000 ",yearly,"  2,400,000 ",married,medical,12,10,ulip,retail agency,document tampering
40,father,profession,"  2,500,000 ","  250,000 ",yearly,"  2,400,000 ",married,non medical,12,10,ulip,retail agency,document tampering
52,husband,service,"  2,500,000 ","  250,000 ",yearly,"  6,000,000 ",married,non medical,12,10,ulip,retail agency,document tampering
55,spouse,service,"  248,750 ","  199,000 ",single,"  11,400,000 ",married,medical,12,10,ulip,bancassurance,document tampering
13,spouse,business,"  1,000,000 ","  100,000 ",yearly,"  500,000 ",married,non medical,12,10,ulip,bancassurance,document tampering
38,father,business,"  2,500,000 ","  250,000 ",yearly,"  1,800,000 ",single,non medical,12,10,ulip,retail agency,document tampering
36,son,service,"  1,000,000 ","  100,000 ",yearly,"  600,000 ",married,non medical,12,10,ulip,bancassurance,document tampering
54,son,agriculturist,"  400,000 ","  40,000 ",yearly,"  240,000 ",married,non medical,12,10,ulip,retail agency,document tampering
39,son,business,"  300,000 ","  30,000 ",yearly,"  295,000 ",married,non medical,12,10,ulip,retail agency,document tampering
38,spouse,housewife,"  1,000,000 ","  100,000 ",yearly,"  490,000 ",married,non medical,15,10,ulip,retail agency,document tampering
42,spouse,housewife,"  1,000,000 ","  100,000 ",yearly,"  300,000 ",married,non medical,15,10,ulip,retail agency,document tampering
11,spouse,business,"  2,500,000 ","  250,000 ",yearly,"  1,200,000 ",married,non medical,12,10,ulip,retail agency,document tampering
3,spouse,business,"  2,500,000 ","  250,000 ",yearly,"  1,200,000 ",married,non medical,15,10,ulip,retail agency,document tampering
42,spouse,service,"  2,210,000 ","  221,000 ",yearly,"  820,000 ",married,medical,12,10,ulip,retail agency,document tampering
38,father,service,"  500,000 ","  50,000 ",yearly,"  1,000,000 ",married,non medical,5,10,variable,bancassurance,document tampering
60,wife,retired,"  1,000,000 ","  100,000 ",yearly,"  300,000 ",married,medical,5,10,variable,bancassurance,claims fraud
40,wife,service,"  500,000 ","  50,000 ",yearly,"  420,000 ",married,non medical,7,10,variable,bancassurance,misappropriating funds
33,brother,service,"  100,000 ","  9,034 ",yearly,"  350,000 ",married,non medical,15,10,traditional,retail agency,agent dual pan card
46,husband,service,"  100,000 ","  11,457 ",yearly,"  600,000 ",married,non medical,12,10,traditional,retail agency,document tampering
41,spouse,service,"  1,830,000 ","  197,279 ",yearly,"  2,400,000 ",married,medical,12,10,traditional,bancassurance,signature forgery
24,mother,business,"  44,000 ","  11,309 ",monthly,"  300,000 ",married,non medical,12,10,traditional,retail agency,document tampering
54,wife,service,"  850,000 ","  103,419 ",quarterly,"  600,000 ",married,medical,12,10,traditional,retail agency,signature forgery
41,wife,service,"  320,000 ","  29,104 ",yearly,"  240,000 ",married,non medical,15,10,traditional,retail agency,document tampering
47,son,service,"  2,600,000 ","  200,053 ",yearly,"  1,256,000 ",married,medical,18,10,traditional,retail agency,signature forgery
42,spouse,service,"  1,100,000 ","  59,268 ",yearly,"  660,000 ",married,non medical,21,10,traditional,retail agency,document tampering
43,wife,service,"  600,000 ","  19,700 ",yearly,"  840,000 ",married,non medical,10,10,traditional,bancassurance,misselling 
47,spouse,service,"  3,000,000 ","  64,205 ",yearly,"  1,256,000 ",married,medical,27,10,traditional,retail agency,signature forgery
42,spouse,business,"  5,000,000 ","  53,086 ",yearly,"  504,000 ",married,medical,30,10,traditional,institutional alliance,document tampering
30,wife,business,"  1,250,000 ","  16,002 ",yearly,"  420,000 ",married,non medical,10,10,traditional,retail agency,document tampering
42,spouse,retired,"  500,000 ","  44,638 ",yearly,"  900,000 ",married,medical,10,10,traditional,bancassurance,impersonation
42,spouse,service,"  2,500,000 ","  52,041 ",yearly,"  900,000 ",married,non medical,30,10,traditional,bancassurance,document tampering
45,son,service,"  6,000,000 ","  600,000 ",yearly,"  700,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
37,son,service,"  6,000,000 ","  600,000 ",yearly,"  3,000,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
48,husband,service,"  15,000,000 ","  1,500,000 ",yearly,"  6,000,000 ",married,medical,10,10,ulip,bancassurance,document tampering
49,husband,service,"  4,200,000 ","  600,000 ",yearly,"  3,000,000 ",married,medical,10,10,ulip,bancassurance,document tampering
38,wife,profession,"  7,000,000 ","  1,000,000 ",yearly,"  6,000,000 ",married,non medical,10,10,ulip,bancassurance,signature forgery
36,wife,army,"  4,200,000 ","  600,000 ",yearly,"  2,400,000 ",married,non medical,30,10,ulip,bancassurance,signature forgery
53,son,agriculturist,"  7,000,000 ","  1,000,000 ",yearly,"  1,500,000 ",married,medical,10,10,ulip,bancassurance,document tampering
46,daughter,service,"  4,200,000 ","  600,000 ",yearly,"  6,000,000 ",married,non medical,20,10,ulip,retail agency,document tampering
41,father,agriculturist,"  4,200,000 ","  600,000 ",yearly,"  800,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
49,spouse,service,"  4,200,000 ","  600,000 ",yearly,"  1,800,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
45,daughter,service,"  7,000,000 ","  1,000,000 ",yearly,"  2,500,000 ",married,non medical,11,10,ulip,bancassurance,document tampering
41,father,agriculturist,"  4,200,000 ","  600,000 ",yearly,"  1,600,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
44,spouse,agriculturist,"  4,200,000 ","  600,000 ",yearly,"  3,000,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
42,mother,service,"  4,200,000 ","  600,000 ",yearly,"  6,000,000 ",single,non medical,10,10,ulip,bancassurance,document tampering
22,mother,student,"  7,000,000 ","  1,000,000 ",yearly,"  7,200,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
44,daughter,service,"  7,000,000 ","  1,000,000 ",yearly,"  7,200,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
34,wife,service,"  4,200,000 ","  600,000 ",yearly,"  2,400,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
22,mother,service,"  4,200,000 ","  600,000 ",yearly,"  1,450,000 ",single,non medical,30,10,ulip,retail agency,document tampering
39,husband,agriculturist,"  4,200,000 ","  600,000 ",yearly,"  1,350,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
42,wife,agriculturist,"  4,200,000 ","  600,000 ",yearly,"  1,250,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
54,daughter,agriculturist,"  750,000 ","  600,000 ",single,"  1,200,000 ",married,medical,10,10,ulip,bancassurance,document tampering
45,sister,service,"  4,200,000 ","  600,000 ",yearly,"  1,500,000 ",single,non medical,15,10,ulip,bancassurance,document tampering
28,daughter,service,"  7,000,000 ","  1,000,000 ",yearly,"  2,500,000 ",widowed,non medical,10,10,ulip,bancassurance,document tampering
54,spouse,service,"  4,200,000 ","  600,000 ",yearly,"  1,000,000 ",married,medical,10,10,ulip,bancassurance,document tampering
44,wife,agriculturist,"  4,200,000 ","  600,000 ",yearly,"  2,112,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
46,father,agriculturist,"  4,200,000 ","  600,000 ",yearly,"  1,872,000 ",married,non medical,10,10,ulip,bancassurance,document tampering
26,father,service,"  4,200,000 ","  600,000 ",yearly,"  1,600,000 ",single,non medical,30,10,ulip,retail agency,document tampering
42,spouse,business,"  5,600,000 ","  800,000 ",yearly,"  2,100,000 ",married,non medical,10,10,ulip,retail agency,document tampering
42,mother,service,"  7,000,000 ","  1,000,000 ",yearly,"  4,000,000 ",married,non medical,10,10,ulip,retail agency,document tampering
50,spouse,agriculturist,"  4,200,000 ","  600,000 ",yearly,"  2,400,000 ",married,non medical,20,10,ulip,bancassurance,document tampering
